screen_name,tweet,polarity,subjectivity,retweet_count,retweet_at,in_reply_to_screen_name,tweet_len,tweet_is_Retweet
AnitaNelam,"It's weird that most of the people who support #Brexit seem to think Donald Trump is a good guy. But, I guess if your judgement is poor, it's understandable. Donald Trump is not a good guy. He's a very bad guy. And #BorisJohnson is no better!",-0.18178571428571427,0.6666666666666667,0, @derekjames150,,242,True
discerningdmain,"https://t.co/qFBR3cDJII

Ultra Low Emission Zone

#domain name for sale @ Ebay £49 !

https://t.co/O77RimjeCU

Free transfer

#ulez #TFL #GE2019 #BorisJohnson #entrepreneurs #Brexit #media #Marketing https://t.co/DaCKJzmPFu",0.2,0.55,0,,,223,False
salkiamil,"Asked about the #NHS, #Trump said, ""I don't even know where that rumour started.. If you handed it to us on a silver platter, we'd want nothing to do with it.""

Labour persisting with the lies, that's where the rumour started.

#GE2019 #Brexit🇬🇧 https://t.co/6aombpr3Vm",0.0,0.0,0, @DarrenPlymouth,,269,True
DougleDee,"According to Diane Abacus, terrorists who have blown up children could just be 'dissidents' and we shouldn't treat them as terrorists. And this cretin would be in charge of our national security. Get a grip Britain. https://t.co/gbx4ebLxvj",0.0,0.0,0, @Jay_Beecher,,239,True
atatimelikethis,"Just saying

#Brexit has benefits after all https://t.co/bdv90YW7Lz",0.0,0.0,0,,,67,False
Dave4Darlington,I am the ONLY true #Brexit Candidate in #Darlington https://t.co/xK4nKNZCGy,0.175,0.825,0,,,75,False
TeresaC44681354,"America, if you don’t see large protests in U.K. over Trumps visit its cause we are a bit busy trying to keep another fat blonde useless lying lump of corrupt racist shit out of Downing Street! 

Normal service will resume in a few weeks!

#NATOLondon #Trump #Brexit https://t.co/EnvcqIofOZ",-0.1294642857142857,0.4348214285714286,0, @weehalfpintt,,290,True
RobboWB,Aw I love the fact @realbasilbrush came on our @SparkSunderland! So jealous this happened while I’m doing Panto Mr @blyth_jordan and Mr @KaiJValentine 😂😂,0.625,0.6,0,,,153,False
maria_goodyear,How much CO2 was used compared to video conferencing?,0.2,0.2,0,,,53,False
jcrgordon5,"#Brexit makes you poorer and weaker as a nation and a servant to the US. Are you happy to see the UK become a vassal state and to see the end of the #NHS and an increase in poverty...

#StopBrexit #VoteTactically #GE2019 #SaveTheChildren",0.8,1.0,0, @jsolloso,,237,True
SteveCav5,"""You say 'Get Brexit Done' etc.. like its a tooth pulling exercise. What's actually good about Brexit?""

#GE2019 #Brexit

@adamboultonSKY https://t.co/V6FnIJeqIe",0.7,0.6000000000000001,0, @Doozy_45,,161,True
warningshout,"“Up North a lot of working class voted Leave
Corbyn's gone against that, hasn’t he?
He hasn’t said it, but he has!”
“We’re spending so much money in Europe we could put into our own NHS &amp; Schools &amp; Education &amp; Social Workers.
Sort it out Here!”
#Brexit #EU
https://t.co/I9iKsg4llg",0.28055555555555556,0.4222222222222222,0, @astro_trader,,292,True
trafford64,"There is a local deal to be done between Tories and BXP in Barnsley. (see right hand side of chart). Tories scale down campaign in Central, BXP scales down in East. Both concentrate on where they are 2nd. Can be done without permission of the high-ups. https://t.co/E5ltJRtpis",-0.004232804232804245,0.22724867724867726,0, @oflynnsocial,,276,True
peter_agambar,I am the ONLY true #Brexit Candidate in #Darlington https://t.co/xK4nKNZCGy,0.175,0.825,0, @Dave4Darlington,,75,True
Havering4EU,"Born LIAR!!

Q: ""Should the NHS be on the table in trade talks?

Trump: Well I've never really thought about it

#GE2019 #Brexit #NHS https://t.co/Q6JFM2KOa6",-0.1,0.2,0, @Doozy_45,,157,True
CaptainBlood19,"WATCH:

#SwindonYellowVests Round 43 (30/11/19) Part 3

Marching for #Brexit &amp; #Italexit in the Town Centre &amp; chatting to locals

#BrexitBetrayal 
#BrexitMeansExit
#ParliamentVsThePeople
#JusticeForOurVeterans
#FreeMelanieShaw
#HelpTheHomeless
#NoDeal #WTOBrexit #YellowVestsUK https://t.co/9FsRRsZxlH",-0.2,0.4,0, @TomWho4,,309,True
Steve19422871,"#Moody’s has reduced its outlook on the UK #banking system from stable to negative, saying #Brexit uncertainty has eroded “the country’s growth prospects” while low interest rates are hitting #lenders’ profitability (1/2)",-0.15,0.35,0, @NewsFromMichiel,,221,True
mojos55,"L@@K at this !!!!!!!

Here was the chairman of #NHS #UK #England schmoozing big money at the Sedona Forum in April.  
#Brexit will have some winners after all !!!!",0.0,0.1,0,,,163,False
NKTForever,"Asked about the #NHS, #Trump said, ""I don't even know where that rumour started.. If you handed it to us on a silver platter, we'd want nothing to do with it.""

Labour persisting with the lies, that's where the rumour started.

#GE2019 #Brexit🇬🇧 https://t.co/6aombpr3Vm",0.0,0.0,0, @DarrenPlymouth,,269,True
paultay61131560,"""Prepared and Resilience""

Abacus has no idea what she is talking about, and she never read the report, she's never read any report... ever!

Terrifying... bu comedy gold.

#GE2019 #Brexit🇬🇧  
https://t.co/GekJUuVi3l",-1.0,1.0,0, @DarrenPlymouth,,216,True
perryman54,On the leaders debate like butter wouldn't melt.. w@nker! https://t.co/rfYID40JQn,0.0,0.0,0, @TrishaPhillipss,,81,True
WazzMughal,@SeftCenCA @ProfMichaelPitt @smarshall2002 @seftcenCANews @HightownVillage @WazzMughal @SeftonCntrlCLP @UKLabour @Bill_Esterson Esterton is running scared. Labour has left many voters behind and has to answer to #brexit. 9 days to show Labour the door and #GetBrexitDone,0.033333333333333326,0.39999999999999997,0, @JRshot,,270,True
sharonsfeed,Yes @Conservatives do need to put country first &amp; unit with leavers. Stop plugging a remainer candidate in #Plymouth #Sutton #Devonport and get behind leaver #AnnWiddecombe. @brexitparty_uk stood down from all @Conservatives seats in the interests of #Brexit @JohnnyMercerUK https://t.co/QYy2xv17O2,-0.10185185185185186,0.4407407407407407,0, @DawnWestcott,,302,True
Justine_Siebke,"Weirdly,  #GE2019 is no longer about #Brexit for me. I would happily have no Brexit, even a @Keir_Starmer soft #Brexit. I just cannot face another term of #ToryLiars and #ToryLies.",0.13333333333333333,0.7833333333333333,0,,,180,False
AntiBrexit3,"#Bremains #TheRuinedStudents   
On 23 June 2016, in a referendum on whether the United Kingdom should leave the European Union. With 51.9% of the votes, the ""#Brexit"" camp won the election day.   
[1] https://t.co/cuy1pA4qd3",0.0,0.0,0,,,224,False
nickj_econ,"UK net migration since #brexit down due to increase in emigration, not decrease in immigration. 

Net migration from EU countries collapses whereas it increases from non-EU countries. 

Brexit is fuelled by racism, but it will result in more diversity!

https://t.co/Ihwfv74DSd https://t.co/gmGwnr5tzL",0.06888888888888889,0.2327777777777778,0, @AndrewM_Fischer,,301,True
iamwillie10,"Asked about the #NHS, #Trump said, ""I don't even know where that rumour started.. If you handed it to us on a silver platter, we'd want nothing to do with it.""

Labour persisting with the lies, that's where the rumour started.

#GE2019 #Brexit🇬🇧 https://t.co/6aombpr3Vm",0.0,0.0,0, @DarrenPlymouth,,269,True
bbkpolitics,"In his review of David Reynolds's 'Island Stories', Professor Jan Rüger reflects on the tired tropes of British exceptionalism and nationalism that have shaped both sides of the #Brexit chasm. #helloBBK
https://t.co/59fpkmMQuR",-0.2,0.35,0, @BirkbeckHCA,,226,True
letmeou58618561,On the leaders debate like butter wouldn't melt.. w@nker! https://t.co/rfYID40JQn,0.0,0.0,0, @TrishaPhillipss,,81,True
bobrurl,The problem with so called centrists today they only ever mention poverty when talking about #Brexit forgetting that poverty the last 9 years have happened when still in the EU Only getting rid of the #Tories will end it Poverty as nothing to do with Brexit #VoteLabourDecember12 https://t.co/Uil9GrlRMY,0.0,0.6888888888888888,0, @GamerValleyboy,,303,True
Nabilu,Only thing funnier than the idea of #Nishkumar being pelted with bread at a gig by brexiteers (who booked him) for doing  brexit jokes is the fact that it was probably a posh venue which means they likely were throwing French bread at him and not hovis #brexit,0.0,0.6666666666666666,0,,,260,False
iiea,"Join us Wednesday, 11 December, for the launch of the IIEA #Brexit Status Report 2019.

A panel of expert authors will look beyond the #UK #GeneralElection19 &amp; examine the implications of Brexit for the UK itself &amp; its relations with the EU.

Sign up here: https://t.co/HycsZMMd09 https://t.co/SwtUKJ4iMV",0.0,0.0,0,,,312,False
DWB06333002,"https://t.co/7aT1LT8Q26
UK population in MILLIONS 
2014 64,600 - 2018 66,440 - 2024 est 68,570 

Corbyn, Swinson, Greens etc always saying in 30 years they will reduce UK to ZERO CO2 emissions

TOO MANY PEOPLE IN THE UK NOW and Rising every year to reduce UK CO2 emissions #Brexit",0.5,0.5,0,,,280,False
Mohammed_Amin,"And to anyone thinking, 'Why bother?  Parties never do what they promise anyway', believe it or not, they do!  A recently published study showed that in the UK, some 86% of manifesto pledges were fulfilled - one of the best records in the world. https://t.co/RwUEAaEmpF",0.5,0.275,0, @ProfTimBale,,269,True
peterbonda007,"#FakeNews supporting #GeorgeSoros

PREVENT #Brexit &amp; #NoDealBrexit. How?

1 FORCE @BorisJohnson into a deal 17.4M people don't want.

2 USE compromised #Corbyn to role play most outrageous, evil, insane alternative in UK binary political system.

3: PLAY DOWN @brexitparty_uk",-0.34365079365079365,0.5912698412698413,0,,,279,False
DChevDesign,"Read the latest blog on the https://t.co/4uHufUhscn website from Alan Winters - Prof of Economics &amp;  Director of UK Trade Policy on why @BorisJohnson 's #ovenready #Brexit is yet another lie #GE2019
https://t.co/SqbZaWA6p9
@remainutd https://t.co/JW16mFauT4",0.5,0.9,0, @thatginamiller,,261,True
Mags_708,"It's weird that most of the people who support #Brexit seem to think Donald Trump is a good guy. But, I guess if your judgement is poor, it's understandable. Donald Trump is not a good guy. He's a very bad guy. And #BorisJohnson is no better!",-0.18178571428571427,0.6666666666666667,0, @derekjames150,,242,True
dariosci1,This is what #Brexit is doing to #academia in the UK. Please think twice before voting on 12th December. https://t.co/hc79WcrtsR,0.0,0.0,0, @PaolaDiFranco2,,128,True
StirlingTories,Another great shout from our loyal friends over at @ScotsInTheUnion why not buy 2 or 3 copies of this vile nationalist rag and hide them on a bus/cafe/waiting room #UKOK #GE19 #Indyref2 #Brexit,0.5666666666666667,0.7916666666666667,0,,,193,False
darren678ryan,"@LordAshcroft Most people.....

1)cant afford a rifle
2)cant afford safari holiday
3)wouldn't shoot any animal

This tells us more about your world view than any virtue signalling credits that may be proffered.

#elite #1stworldproblems
#GE2019 #GE19 #GeneralElection19 #Brexit #EUisaFoe #WTO https://t.co/GwhermTv0R",0.5,0.5,0,,LordAshcroft,316,False
sup3rr3dsMDC,"Asked about the #NHS, #Trump said, ""I don't even know where that rumour started.. If you handed it to us on a silver platter, we'd want nothing to do with it.""

Labour persisting with the lies, that's where the rumour started.

#GE2019 #Brexit🇬🇧 https://t.co/6aombpr3Vm",0.0,0.0,0, @DarrenPlymouth,,269,True
jamnic77,"The ""Mother Parliament."" Seriously? You are Australians, and still regard England as the ""Mother Country,"" am I right?
You don't think we might have moved a little beyond that, have become our own people?
@AusRepublic https://t.co/4ly2OHp11K",0.09122023809523809,0.6755952380952381,0, @Peter_Fitz,,241,True
VictoriaKingF,Is anyone actually shocked by this? The arrogance of @MrNishKumar is clear for all to see and his case of #BrexitDerangementSyndrome has only been getting worse. He is a vicious narcissist with a victim complex. #Brexit #GE2019 https://t.co/UL7l28bTA4,-0.3392857142857143,0.6047619047619047,0, @Barnesy19,,251,True
MobyPaul,Here we go again 🤕,0.0,0.0,0,,,18,False
stevenphillips7,"#Brexit: Johnson ‘will have to call second referendum if he fails to win majority’
Make it happen voters 😀😀
#GE2019
https://t.co/7ECWKRvjHf",0.10000000000000002,0.2333333333333333,0,,,139,False
w_nicht,@w_nicht @patel4witham @parallelpond #Brexit 💣 Zionist Priti Patel @patel4witham was SACKED by Tory PM Theresa May for lying over a secret trip to Israel. 🇮🇱 ZionistsAREracists apartheid=racism Zionism≠Judaism 🇵🇸 PALESTINIANSareSEMITES  #BDS cc @parallelpond https://t.co/IuPtLdfVoK,-0.4,0.7,0, @wherepond,,282,True
RelaxTony,"UK in changing Europe has pub’d #Brexit manifesto paper. ‘Get Brexit Done’ the slogan, but how &amp; what it means for the economy will be story of 2020 if BJ wins. Estimates of fiscal impact of Tory deal helps explain why manifesto light on tax/spend commitment. PM’ll need latitude https://t.co/WUdd8Zd9SQ",0.35,0.44999999999999996,0, @BethRigby,,307,True
RProud89,How is no body questioning this blatant lie?!? It’s ridiculous 😅 #Trump #Brexit,-0.47916666666666663,0.75,0,,,79,False
grahamlogan57,..it certainly wiped the smile off her face https://t.co/yB5rVniK5a,0.2571428571428571,0.3357142857142857,0, @polittiscribe,,67,True
matthewminikin,"Kay: How important is US trade deal?

Fox: Well the US is about 19% of our exports

Kay: But EU is about 40%?

Fox: Its 44%

#GE2019 #Brexit https://t.co/YXGzMTTY9X",0.4,1.0,0, @Doozy_45,,164,True
YavorGospodinov,"Very good exchange with national and #EU parliamentarians at the 2019 #COSAC in sunny Helsinki today 🇪🇺🇫🇮
 
They represent the citizens who are always our priority when it comes to #Brexit.
 
We will continue to work in full transparency &amp; constant dialogue to build #EU27Unity. https://t.co/m7439hfcod",0.41999999999999993,0.5544444444444444,0, @MichelBarnier,,306,True
dbkell,"Read the latest blog on the https://t.co/4uHufUhscn website from Alan Winters - Prof of Economics &amp;  Director of UK Trade Policy on why @BorisJohnson 's #ovenready #Brexit is yet another lie #GE2019
https://t.co/SqbZaWA6p9
@remainutd https://t.co/JW16mFauT4",0.5,0.9,0, @thatginamiller,,261,True
peterbonda007,"#FakeNews #Brexit scare stories continue... all support funded by #GerogeSoros

Corrupt, evil, scam.",-0.75,1.0,0,,,100,False
BarbaraKrys1,"America First. Britain Last

Trump
""I love this country. But I'm representing the US. I'm representing us 'strong'!!'""

#GE2019 #Brexit #NHS https://t.co/ItWTFSWw0m",0.3567708333333333,0.43333333333333335,0, @Doozy_45,,164,True
DanielFerrie,"Very good exchange with national and #EU parliamentarians at the 2019 #COSAC in sunny Helsinki today 🇪🇺🇫🇮
 
They represent the citizens who are always our priority when it comes to #Brexit.
 
We will continue to work in full transparency &amp; constant dialogue to build #EU27Unity. https://t.co/m7439hfcod",0.41999999999999993,0.5544444444444444,0, @MichelBarnier,,306,True
carldpeter,"Read the latest blog on the https://t.co/4uHufUhscn website from Alan Winters - Prof of Economics &amp;  Director of UK Trade Policy on why @BorisJohnson 's #ovenready #Brexit is yet another lie #GE2019
https://t.co/SqbZaWA6p9
@remainutd https://t.co/JW16mFauT4",0.5,0.9,0, @thatginamiller,,261,True
xugla,"This creature does not care about #Brexit.

Oh he will tell you he does.  He will hold himself up as the vitreous knight errant championing the people, but in truth he is just another shyster intent on enriching himself at the expense of the public.

 Welcome to the face of Evil. https://t.co/PHtQ6a435r",-0.06666666666666665,0.6555555555555556,0,,,304,False
PaulClayton1977,"Kay: How important is US trade deal?

Fox: Well the US is about 19% of our exports

Kay: But EU is about 40%?

Fox: Its 44%

#GE2019 #Brexit https://t.co/YXGzMTTY9X",0.4,1.0,0, @Doozy_45,,164,True
AnnLord12,"Another day. Another threat from the #EU 

FACT: Twice as many euros are traded in London than in the whole of the eurozone put together.

So next time you hear ‘the EU hold all the cards’ in the #Brexit negotiations, remind them we can collapse the single currency overnight.",0.15714285714285714,0.2785714285714286,0, @AllianceBE,,276,True
Jayoberoi2,"Q: Would The NHS Be Under Threat From The US Under The Conservative Party?

#GeneralElection2019 #Brexit #NHS",0.0,0.0,0, @Doozy_45,,109,True
BobbyMcP_,How could a Home Secretary not know that as UK isn’t part of Schengen it has maintained its own Border checks for everyone coming from outside the #EU?  Moreover #Brexit will actually weaken our border security by weakening security co- operation with our closest neighbours. https://t.co/3i7CdVsGVA,0.19999999999999998,0.38333333333333336,0, @Feorlean,,299,True
dustybin33,On the leaders debate like butter wouldn't melt.. w@nker! https://t.co/rfYID40JQn,0.0,0.0,0, @TrishaPhillipss,,81,True
ann_dempsey,Good luck. It seems you can only be a comedian these days if you bash #Brexit and r left wing. 🙈,0.2333333333333333,0.5333333333333333,0,,,96,False
CoulsonLance,"Asked about the #NHS, #Trump said, ""I don't even know where that rumour started.. If you handed it to us on a silver platter, we'd want nothing to do with it.""

Labour persisting with the lies, that's where the rumour started.

#GE2019 #Brexit🇬🇧 https://t.co/6aombpr3Vm",0.0,0.0,0, @DarrenPlymouth,,269,True
divine_count,Is anyone actually shocked by this? The arrogance of @MrNishKumar is clear for all to see and his case of #BrexitDerangementSyndrome has only been getting worse. He is a vicious narcissist with a victim complex. #Brexit #GE2019 https://t.co/UL7l28bTA4,-0.3392857142857143,0.6047619047619047,0, @Barnesy19,,251,True
steve_b236,..it certainly wiped the smile off her face https://t.co/yB5rVniK5a,0.2571428571428571,0.3357142857142857,0, @polittiscribe,,67,True
tbibberwine,"Asked about the #NHS, #Trump said, ""I don't even know where that rumour started.. If you handed it to us on a silver platter, we'd want nothing to do with it.""

Labour persisting with the lies, that's where the rumour started.

#GE2019 #Brexit🇬🇧 https://t.co/6aombpr3Vm",0.0,0.0,0, @DarrenPlymouth,,269,True
JeffGoddard25,"""Have Brits already stopped buying German products?""

German exports to UK drop again, by 3.4% in first nine months of 2019.  Your #Brexit summary is here: https://t.co/xJdBwNETzO",0.08333333333333333,0.1111111111111111,0, @Facts4euOrg,,179,True
spidermanmsy,The problem with so called centrists today they only ever mention poverty when talking about #Brexit forgetting that poverty the last 9 years have happened when still in the EU Only getting rid of the #Tories will end it Poverty as nothing to do with Brexit #VoteLabourDecember12 https://t.co/Uil9GrlRMY,0.0,0.6888888888888888,0, @GamerValleyboy,,303,True
IanTwatter,"@berniespofforth It is a democratic outlook, with control of our desiny in the hands of the electorate, not the totalitarian bureaucrace of the EU . Albeit our democracy need reform, but #Brexit is the first essential step.",0.125,0.31666666666666665,0,,berniespofforth,223,False
GitesGrandBodo,"I have been living for 43  years, taught for 30 years paid tax etc.  I applied for EU settled statement 6 weeks ago.  The process should have taken 2 days to 4 weeks.  I still have not heard a thing!  Feeling very undervalued #govuk #Brexit please share",0.2,0.3,0, @MarieFrance,,253,True
SimonShepherd23,"Here's a cheery thing I drew for 
@PoliticoEurope's annual magazine (out today) on how Brexit won’t be over by Christmas and is set to ruin many Christmases to come...

#hohoho #Brexit #GE2019 https://t.co/cfMZ2gTLeY",0.6,0.75,0, @BJennings90,,216,True
onefinedayhu,"UK in changing Europe has pub’d #Brexit manifesto paper. ‘Get Brexit Done’ the slogan, but how &amp; what it means for the economy will be story of 2020 if BJ wins. Estimates of fiscal impact of Tory deal helps explain why manifesto light on tax/spend commitment. PM’ll need latitude https://t.co/WUdd8Zd9SQ",0.35,0.44999999999999996,0, @BethRigby,,307,True
liamkenn,"Great to hear @fotoole speak about #Brexit on @1a @NPR this morning, in the week of our conference on Ireland's role in EU-US relations after Brexit.

https://t.co/FdcDUHPiyh

Conference details: https://t.co/1QG2rK36QG

@liamkenn @ucdclinton @EuropaSaxa @IrelandEmbUSA @TedSmyth",0.8,0.75,0, @GUGlobalIrish,,279,True
StirlingTories,....to see ourselves as others see us #UKOK #Brexit #GE19,0.0,0.0,0,,,57,False
FarleyDavenport,"Don’t vote Tory. Instead, let’s keep the NHS and fund it better.",0.5,0.5,0,,,64,False
Bl0ndieMIA,"America, if you don’t see large protests in U.K. over Trumps visit its cause we are a bit busy trying to keep another fat blonde useless lying lump of corrupt racist shit out of Downing Street! 

Normal service will resume in a few weeks!

#NATOLondon #Trump #Brexit https://t.co/EnvcqIofOZ",-0.1294642857142857,0.4348214285714286,0, @weehalfpintt,,290,True
jshakart,Which is why we need this https://t.co/XISeOe52Wz https://t.co/9g5X2m3jUf,0.0,0.0,0, @NiallWarry,,73,True
Jayoberoi2,"The focus group. Broken beyond repair.
Ever look at Germany in the '30s and think, why didn't more leave? Whatever's stopping you now, stopped them then. Is your reason sufficient? Are the obstacles really too high? 
Pack your bags. Go, if you possibly can.  
#C4news #Brexit",0.06833333333333334,0.44,0, @ElizabethBangs,,275,True
mikdudley,How could a Home Secretary not know that as UK isn’t part of Schengen it has maintained its own Border checks for everyone coming from outside the #EU?  Moreover #Brexit will actually weaken our border security by weakening security co- operation with our closest neighbours. https://t.co/3i7CdVsGVA,0.19999999999999998,0.38333333333333336,0, @Feorlean,,299,True
Spartacus4NOW,"Tell the UK government to commit to an open and democratic process for negotiating and ratifying trade deals. No #SecretDeals #Brexit @10DowningStreet @UKGov
https://t.co/ZJAtmwUmZF",0.0,0.5,0,,,181,False
willhuw,"@maximiliangapes @Shambles151 What can you expect? It's people like @joswinson that keep the @LibDems in Tory Enabler mode. Her campaigning is just helping to ensure a Tory win and subsequent hard Tory #Brexit - the direct opposite of what she promised.
#GetTheToriesOut 
#JC4PM",0.12166666666666666,0.2783333333333333,0,,maximiliangapes,278,False
MATTxLAW,The @BBCNews should reflect on how it's perceived. There's no smoke without fire. #GE2019 #Brexit,0.0,0.0,0,,,97,False
simlou20,"“Up North a lot of working class voted Leave
Corbyn's gone against that, hasn’t he?
He hasn’t said it, but he has!”
“We’re spending so much money in Europe we could put into our own NHS &amp; Schools &amp; Education &amp; Social Workers.
Sort it out Here!”
#Brexit #EU
https://t.co/I9iKsg4llg",0.28055555555555556,0.4222222222222222,0, @astro_trader,,292,True
auntie_p,"Kay: How important is US trade deal?

Fox: Well the US is about 19% of our exports

Kay: But EU is about 40%?

Fox: Its 44%

#GE2019 #Brexit https://t.co/YXGzMTTY9X",0.4,1.0,0, @Doozy_45,,164,True
rk4urz,"Trump will probably not raise tariffs as he says China #trade deal can wait. Dow and Nasdaq initially fell but recovered as soft #Brexit, #Fed resuming QE , #HongKong bill weigh in",0.05,0.175,0,,,180,False
NKTForever,"""The titles are one thing but the reality of some of those groups whether they were dissidents of their country of origin"" Abacus

Listen to the list of terror groups Marr reads out.

DON'T VOTE #LABOUR.

#GE2019 #Brexit🇬🇧
https://t.co/OBSAvIVqcb",0.0,0.0,0, @DarrenPlymouth,,246,True
morrin28,"A reminder of what antisemitism sounds like from the #Labour party.

#GE2019 #Brexit🇬🇧 https://t.co/iuD7NFKpg2",0.0,0.0,0, @DarrenPlymouth,,110,True
GogsHand,"This election is centred around issues surrounding our constitution rather than traditional party affiliations.

Even if you've never voted for us before, if you want to put an end to the constitutional politics, #indyref2 and #Brexit, please lend your vote to the @ScotTories. https://t.co/wjcnmFlk8I",0.0,0.75,0, @MBallantyneMSP,,301,True
McLeanKSM,"America, if you don’t see large protests in U.K. over Trumps visit its cause we are a bit busy trying to keep another fat blonde useless lying lump of corrupt racist shit out of Downing Street! 

Normal service will resume in a few weeks!

#NATOLondon #Trump #Brexit https://t.co/EnvcqIofOZ",-0.1294642857142857,0.4348214285714286,0, @weehalfpintt,,290,True
rk4urz,"Trump will probably not raise tariffs as he says China #trade deal can wait. Dow and Nasdaq initially fell but recovered as soft #Brexit, #Fed resuming QE , #HongKong bill weigh in",0.05,0.175,0, @rk4urz,,180,True
FizzyBook,Public services under #tory rule have declined. #Austerity was the #tories answer to difficulties after the #banking crash and the borrowing that followed. #Austerity led to a #Brexit #leave vote because of the #lies peddled by #VoteLeave that it was the #EU's fault and,0.0,0.06666666666666667,0,,,270,False
IsntTony105,"Kay: How important is US trade deal?

Fox: Well the US is about 19% of our exports

Kay: But EU is about 40%?

Fox: Its 44%

#GE2019 #Brexit https://t.co/YXGzMTTY9X",0.4,1.0,0, @Doozy_45,,164,True
FizzyBook,#immigration. #Brexit will hit the #poverty stricken most and benefit the #millionaire #Brexiteers. The #NHS will suffer #Farming will suffer and #Britain will lose in #trade negotiations with the #US. #leave safely or #remain under .@UKLabour or #RevokeA50 under .@LibDems,0.5,0.5,0,,FizzyBook,273,False
MarkinFrance,"Hello @adamboultonSKY
Why are you allowing @DominicRaab to trot out that old rubbish about having control of our borders and our laws after #Brexit?
#VoteTactically #GTTO",0.1,0.2,0, @ClaireTresElite,,170,True
DRJO1965,"Read the latest blog on the https://t.co/4uHufUhscn website from Alan Winters - Prof of Economics &amp;  Director of UK Trade Policy on why @BorisJohnson 's #ovenready #Brexit is yet another lie #GE2019
https://t.co/SqbZaWA6p9
@remainutd https://t.co/JW16mFauT4",0.5,0.9,0, @thatginamiller,,261,True
johnellison,@Conservatives @UKLabour offer a better #Brexit solution and have policies to right the wrongs you have caused for the last NINE years #VoteLabourDecember12 #GE2019,0.2619047619047619,0.36746031746031743,0,,Conservatives,164,False
News_VJ,"@SKZhiPPC @UKLabour Trump's already said the NHS is 'on the table' in *ANY* trade deal. How about that for Christmas. 
#GE2019 #BorisJohnson #NHS #Brexit #DonaldTrump
https://t.co/x1a9OYEAa1",0.0,0.0,0,,SKZhiPPC,190,False
simon_ball46,"@bolt_adrian @terryelaineh1 next you'll be wanting them to stop the 612,000 #Immigration into the uk too...like they promised on 3 #manifesto pledges and failed, echoes of #Brexit - on 110th try for that one..
my guess is they'll still vote em in...
https://t.co/fCqWyxbcBt https://t.co/73wfMOxGYu",-0.25,0.15,0,,bolt_adrian,297,False
MrJinksy,Release the Report https://t.co/9gAF9Dx0Bl,0.0,0.0,0, @EmmaKennedy,,42,True
WandsworthEM,"Make your voice heard! 
10 days left to let others know that you’ll be #TacticalVoting and encourage them to, to get the final say on #Brexit!",0.0,0.5,0, @peoplesvote_uk,,142,True
MsFinalSay,"@MattHancock Is this the sort of thing that happens in “the greatest country in the world” ?
Disgusting incidents like this is the result your tolerance of all racism and encouraging the demonising of immigrants in thr Right wing press to promote your sick agenda #Brexit",-0.10714285714285715,0.8482142857142857,0,,MattHancock,271,False
SammyPants6,I am the ONLY true #Brexit Candidate in #Darlington https://t.co/xK4nKNZCGy,0.175,0.825,0, @Dave4Darlington,,75,True
Dianna46669303,Diane Abbott “Stop throwing Tory talking points at me!” Emily Maitlis “This comment came from a Labour member!” (Diane’s attitude to Labour’s Northern working class writ large here folks!) 🤦‍♂️ #Brexit #Immigration #FOM #GeneralElection2019 #Newsnight https://t.co/Q74Lyy6230,0.26785714285714285,0.42857142857142855,0, @UxbEconomist07,,275,True
BullshineBoy,Is anyone actually shocked by this? The arrogance of @MrNishKumar is clear for all to see and his case of #BrexitDerangementSyndrome has only been getting worse. He is a vicious narcissist with a victim complex. #Brexit #GE2019 https://t.co/UL7l28bTA4,-0.3392857142857143,0.6047619047619047,0, @Barnesy19,,251,True
letmeou58618561,"A reminder of what antisemitism sounds like from the #Labour party.

#GE2019 #Brexit🇬🇧 https://t.co/iuD7NFKpg2",0.0,0.0,0, @DarrenPlymouth,,110,True
PantheonMacro,"""Still weighed down by #Brexit uncertainty, but next year should be better."" @samueltombs on U.K. #Markit/CIPS Construction Survey, November #PantheonMacro",0.11481481481481481,0.262962962962963,0,,,155,False
nneka4colindale,"Kumar met with boos and bread rolls for charity lunch Brexit jokes ' | via @telegraph https://t.co/zkh8loasGT
Self righteous remainers, conveniently 4get that #UK is a democracy.  They've done their best 2 ridicule leavers. Voters' have had enough &amp; want 2 move on. #Brexit.",0.5,0.4,0,,,278,False
RealLateStarter,The @BBCNews should reflect on how it's perceived. There's no smoke without fire. #GE2019 #Brexit https://t.co/lRhqMhkwU3,0.0,0.0,0, @MATTxLAW,,121,True
JefferysLiza,"Margaret Becket #LABOUR candidate in #Derby South is the most undemocratic MP in UK.

❌SHE VOTED AGAINST A GENERAL ELECTION
❌SHE WANTS A SECOND REFERENDUM
❌SHE SUPPORTS JEREMY CORBYN
❌SHE IS HIDING FROM DEBATE
❌SHE IS HIDING FROM YOU

#GE2019 #Brexit 
https://t.co/dzUTBhMnE2",0.1875,0.275,0, @DarrenPlymouth,,275,True
MaynardLeigh,Planning for 2020 might seem impossible right now - particularly with the upcoming general election throwing further #brexit chaos into the mix. How could Maynard Leigh help your L&amp;D teams get ahead? https://t.co/ES4coyOTFe,-0.03285714285714285,0.5738095238095238,0,,,227,False
